zoneCover,eLength,catching,mPassAcc,agility,discipline,throwOnRun,passBlock,rushBlock,eSalary,releaseLine,iden,injuryProne,salary,dPassAcc,stamina,intelligence,jumping,routeRun,forename,potential,position,loyalty,surname,power,sPassAcc,length,growthType,ambition,ballSecurity,blockShedding,appearance,greed,draftNum,trucking,teamID,tackle,decisions,kickAccuracy,guarantee,eGuarantee,ballStrip,elusiveness,skillMove,age,manCover,burst,rating,draftSeason,vision,speed
15,1,65,10,73,40,10,57,53,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,78,57,80,54,Parker,1,TE,5,Houston,73,15,0,1,13,73,33,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",7,224,62,Free Agent,34,57,12,1,1,28,67,46,22,10,72,1,2020,34,62
65,1,10,6,81,54,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,83,86,77,8,Justin,7,DE,9,Houston,84,6,0,1,5,40,78,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,69,40,Free Agent,84,86,16,1,1,89,66,25,31,55,77,1,2010,78,67
64,1,48,6,81,20,6,4,14,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,760000,6,90,65,81,15,DeAndre,4,S,38,Houston-Carson,64,6,1,1,88,61,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",19,169,48,CHI,70,65,19,1,1,74,81,60,27,60,85,1,2015,46,78
20,1,72,15,85,36,10,60,60,1,71,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,2695000,9,89,79,75,73,O.J.,13,TE,54,Howard,75,18,2,1,55,72,34,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",68,18,77,TB,36,79,17,1,1,30,80,63,25,15,83,1,2016,68,78
89,1,75,6,88,9,6,10,14,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,10064000,6,90,96,92,18,Xavien,12,CB,16,Howard,65,6,5,1,36,64,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",37,38,26,MIA,62,96,17,1,1,53,87,69,27,87,88,1,2015,94,85
19,1,43,18,83,63,16,64,40,1,58,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,760000,16,89,60,86,52,Jordan,10,RB,94,Howard,80,22,1,1,65,93,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",83,138,82,PHI,39,60,20,1,1,21,78,73,25,14,78,1,2015,38,80
58,1,30,6,81,65,6,35,35,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,86,45,79,10,A.J.,1,S,49,Howard,69,6,0,1,54,61,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",45,224,31,Free Agent,68,45,15,1,1,72,82,56,24,60,83,1,2017,15,82
30,1,62,15,84,89,15,44,49,1,63,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1,15,83,50,89,61,Bug,3,WR,11,Howard,64,20,0,1,50,73,45,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",10,224,60,Free Agent,32,50,15,1,1,26,83,61,25,23,82,1,2020,23,77
60,1,37,6,82,10,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,10,1090000,6,86,57,85,8,Travin,1,LB,50,Howard,67,6,1,1,6,60,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",69,204,26,LAR,78,57,12,1,1,78,76,36,24,55,82,1,2017,34,78
15,1,1,37,63,13,40,72,73,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,666667,31,83,84,73,8,Tytus,7,OT,30,Howard,83,45,3,1,23,24,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",99,22,45,HOU,23,84,16,1,1,28,52,32,24,12,63,1,2018,75,52
25,1,37,17,82,52,25,44,45,1,52,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1710000,12,77,63,69,45,Buddy,11,RB,64,Howell,72,20,1,1,84,82,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",70,224,79,HOU,35,63,15,1,1,35,75,68,24,18,80,1,2017,43,78
19,1,1,76,66,36,69,12,18,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1,72,65,69,69,14,Brian,4,QB,92,Hoyer,80,83,0,1,77,60,19,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",13,224,22,Free Agent,19,69,18,1,1,12,66,52,34,13,57,1,2009,52,43
11,1,1,6,59,4,6,61,63,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,84,54,78,8,Vitas,4,C,99,Hrynkiewicz,80,6,0,1,35,40,24,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",57,224,25,Free Agent,27,54,14,1,1,25,49,10,24,9,58,1,2018,29,28
45,1,5,6,84,94,6,50,53,1,14,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1350000,6,73,82,84,18,Sam,8,DE,21,Hubbard,74,6,2,1,69,40,76,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",69,76,31,CIN,80,82,10,1,1,75,67,27,25,32,72,1,2017,72,63
15,1,1,6,66,29,6,72,71,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,9456667,6,86,76,70,8,Chris,4,OT,70,Hubbard,83,6,3,1,19,45,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",53,224,20,CLE,34,76,25,1,1,20,52,10,29,12,70,1,2012,63,48
65,1,27,65,87,38,65,45,32,1,70,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,810000,65,94,61,80,62,Chuba,8,RB,82,Hubbard,68,65,4,1,53,86,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",22,224,79,CAR,65,61,65,1,1,65,83,70,21,65,88,1,2020,40,87
31,1,1,30,62,47,20,19,22,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,6750000,25,90,60,39,10,Kevin,4,P,79,Huber,90,30,1,1,8,35,14,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",86,133,10,CIN,22,60,71,1,1,12,50,10,35,12,63,1,2008,38,47
65,1,42,65,63,31,65,79,71,1,52,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,810000,65,88,70,57,31,James,1,OT,95,Hudson,87,65,4,1,11,65,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",91,224,59,CLE,65,70,65,1,1,65,57,34,21,65,45,1,2020,54,40
21,1,63,10,77,98,10,56,58,1,63,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,680000,6,77,61,80,57,Tanner,1,TE,24,Hudson,70,15,1,1,89,68,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",5,224,69,TB,32,61,19,1,1,27,69,58,25,14,75,1,2017,40,70
14,1,1,6,60,77,6,93,84,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,6083333,6,85,87,65,8,Rodney,10,C,53,Hudson,90,6,3,1,41,40,41,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,54,20,ARI,45,87,15,1,1,20,45,10,31,12,63,1,2010,80,33
66,1,33,6,84,40,6,45,45,1,23,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,825000,6,90,66,80,25,Khaleke,4,LB,15,Hudson,68,6,4,1,15,60,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,144,60,WAS,76,66,19,1,1,84,78,60,22,62,82,1,2020,48,78
48,1,1,6,78,56,6,45,45,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,740000,6,83,58,80,9,Bryce,9,LB,71,Huff,72,6,3,1,3,40,61,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",37,224,25,NYJ,78,58,16,1,1,80,72,35,22,38,82,1,2020,35,72
26,1,1,6,66,51,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,71,54,71,8,Albert,4,DT,45,Huggins Jr,90,6,0,1,21,30,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",47,224,34,Free Agent,76,54,25,1,1,73,55,30,23,22,65,1,2017,29,47
47,1,1,6,82,50,6,45,45,1,32,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,46,4300000,6,80,93,85,15,Jerry,7,DE,46,Hughes,76,6,2,1,65,45,77,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,30,10,BUF,79,93,25,1,1,66,66,35,32,42,75,1,2009,89,68
64,1,47,10,84,88,15,35,35,1,28,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,610000,10,88,63,85,33,Juju,3,CB,66,Hughes,53,15,1,1,4,63,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",73,224,20,LAR,64,63,20,1,1,75,86,67,22,60,82,1,2020,43,78
74,1,58,6,94,63,6,35,35,1,24,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,2310000,6,94,72,85,30,Mike,7,CB,54,Hughes,67,6,2,1,14,72,48,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",41,29,34,MIN,52,72,24,1,1,66,91,73,23,77,85,1,2017,57,82
24,1,28,6,78,1,6,66,66,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,2130000,6,69,68,78,33,Charley,1,TE,25,Hughlett,74,6,3,1,23,65,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",7,224,34,CLE,56,68,13,1,1,58,70,25,30,25,68,1,2013,51,48
65,1,1,65,53,22,65,77,81,1,53,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,760000,65,91,69,66,44,Creed,7,C,67,Humphery,89,65,4,1,9,29,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,224,53,KC,65,69,65,1,1,65,70,35,21,65,40,1,2020,52,38
52,1,1,6,77,36,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,75,54,79,7,Myles,1,LB,53,Humphrey,80,6,0,1,1,40,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",95,224,31,Free Agent,77,54,14,1,1,77,68,25,24,44,75,1,2017,29,68
19,1,68,31,81,1,29,29,49,1,67,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,44,1,27,79,72,82,66,Lil'Jordan,2,TE,48,Humphrey,67,37,0,1,60,73,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",70,224,61,Free Agent,31,72,12,1,1,28,81,74,22,12,77,1,2018,57,70
89,1,50,6,88,95,6,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,10071429,6,94,93,85,12,Marlon,10,CB,44,Humphrey,74,6,7,1,92,62,56,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",3,15,29,BAL,69,93,25,1,1,78,90,61,24,93,88,1,2016,89,87
12,1,1,6,62,42,6,75,82,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,4916667,6,92,86,76,7,D.J.,7,OT,17,Humphries,87,6,3,1,75,40,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,23,21,ARI,45,86,6,1,1,25,53,10,26,18,60,1,2014,78,45
16,1,82,10,86,85,10,25,56,1,74,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,760000,6,84,78,83,79,Adam,11,WR,59,Humphries,65,15,1,1,90,73,33,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,224,41,WAS,28,78,30,1,1,15,82,74,27,10,80,1,2014,66,78
12,1,1,75,84,40,73,10,12,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,500000,75,68,68,84,14,Brett,4,QB,53,Hundley,86,81,1,1,18,56,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",95,138,55,ARI,22,68,21,1,1,10,83,65,27,9,77,1,2014,51,73
29,1,48,20,92,97,30,59,56,1,52,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,3416667,17,87,84,92,62,Kareem,5,RB,65,Hunt,81,24,3,1,75,96,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",5,85,89,CLE,31,84,16,1,1,24,88,79,25,13,87,1,2016,75,83
14,1,1,6,67,37,6,64,66,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,750000,6,84,72,61,8,Joey,1,C,51,Hunt,88,6,1,1,91,31,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",56,199,20,IND,33,72,20,1,1,37,45,10,26,12,57,1,2015,57,38
15,1,1,6,61,31,6,70,73,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1040000,6,87,85,68,7,Robert,1,OT,37,Hunt,89,6,4,1,2,22,30,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,38,20,MIA,39,85,20,1,1,39,52,10,24,12,57,1,2020,77,37
17,1,53,10,75,7,10,58,62,1,56,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,81,53,78,47,Cole,1,TE,50,Hunt,75,15,0,1,47,75,32,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",0,224,61,Free Agent,31,53,13,1,1,29,72,58,26,12,72,1,2017,28,63
29,1,33,40,76,32,34,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1,35,73,65,84,9,Margus,8,DE,46,Hunt,86,45,0,1,82,50,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",22,52,75,Free Agent,74,65,19,1,1,77,64,45,33,25,78,1,2012,46,72
15,1,1,6,68,31,6,61,60,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,79,53,69,8,Ryan,4,OG,0,Hunter,83,6,0,1,20,30,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",84,224,25,Free Agent,39,53,14,1,1,24,56,10,25,12,67,1,2017,28,38
42,1,1,6,85,91,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,12952500,6,85,94,88,5,Danielle,1,DE,69,Hunter,82,6,4,1,25,46,85,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",35,87,44,MIN,83,94,11,1,1,74,71,55,25,25,83,1,2014,91,80
17,1,53,15,82,93,17,43,26,1,69,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,825000,10,82,64,89,66,Jason,1,RB,9,Huntley,66,20,4,1,35,81,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",2,154,63,PHI,31,64,12,1,1,24,85,75,22,13,87,1,2020,45,83
12,1,10,70,86,85,74,11,11,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,610000,72,77,54,88,23,Tyler,1,QB,85,Huntley,86,73,1,1,46,60,17,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,224,38,BAL,17,54,11,1,1,12,81,64,22,10,82,1,2020,29,77
32,1,63,24,91,74,28,40,40,1,66,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1050000,20,80,67,90,72,Jalen,1,WR,23,Hurd,76,28,3,1,86,78,32,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,66,74,SAN,35,67,15,1,1,29,84,78,24,19,83,1,2018,49,82
21,1,73,10,80,64,10,35,45,1,75,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,3055000,6,83,74,86,75,Allen,1,WR,9,Hurns,73,15,2,1,36,77,42,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",14,224,64,MIA,36,74,22,1,1,12,74,77,28,10,83,1,2013,60,78
19,1,78,10,83,83,10,57,57,1,73,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,2460000,6,83,77,77,71,Hayden,17,TE,14,Hurst,69,15,2,1,36,81,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",38,24,82,ATL,44,77,16,1,1,40,73,70,27,12,82,1,2017,65,78
29,1,8,6,67,75,6,45,45,1,23,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,6,80,77,76,15,Maurice,12,DT,96,Hurst,94,6,1,1,73,31,77,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",95,130,35,SAN,83,77,12,1,1,82,61,18,25,25,70,1,2017,65,55
23,1,65,10,81,17,10,34,40,1,66,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,81,63,85,69,John,1,WR,24,Hurst,63,15,0,1,77,72,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,224,31,Free Agent,28,63,15,1,1,26,87,67,23,18,85,1,2020,43,82
15,1,3,6,66,83,6,71,70,1,40,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,500000,6,76,83,60,8,James,8,OT,10,Hurst,80,6,1,1,87,64,39,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",99,224,20,NO,41,83,21,1,1,20,45,10,28,13,53,1,2013,74,20
22,1,43,79,88,10,83,22,33,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,925000,79,87,68,86,29,Jalen,1,QB,36,Hurts,84,84,4,1,82,56,28,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",33,52,62,PHI,37,68,23,1,1,30,88,72,22,16,82,1,2020,51,78
14,1,1,6,65,88,6,61,63,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,680000,6,81,58,65,8,Mitch,4,OT,19,Hyatt,86,6,1,1,41,20,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",88,224,25,CAR,38,58,13,1,1,36,55,10,23,9,60,1,2018,35,38
91,1,58,6,89,66,6,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,11000000,6,90,91,83,25,Micah,9,S,83,Hyde,58,6,2,1,66,74,55,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",61,153,33,BUF,73,91,48,1,1,71,84,74,29,81,83,1,2012,86,83
20,1,45,30,90,91,15,46,64,1,66,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,2180000,20,85,80,83,48,Carlos,4,RB,3,Hyde,79,35,3,1,81,85,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,56,85,JAX,25,80,25,1,1,12,83,81,29,15,83,1,2013,69,78
36,1,1,6,74,44,6,45,45,1,17,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1260000,6,74,79,73,7,Kerry,5,DE,64,Hyder,79,6,2,1,21,37,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,224,33,SEA,77,79,19,1,1,73,64,25,29,23,70,1,2014,68,57
24,1,63,10,80,45,10,26,34,1,59,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,80,58,75,65,Ishmael,10,WR,18,Hyman,46,15,0,1,69,70,23,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",56,224,35,Free Agent,27,58,15,1,1,15,79,71,25,15,82,1,2017,35,85
14,1,1,6,68,71,6,73,72,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,750000,6,87,78,78,8,Germain,3,OT,77,Ifedi,84,6,1,1,32,31,27,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,30,28,CHI,35,78,20,1,1,25,55,9,26,12,65,1,2015,66,38
70,1,37,6,89,12,6,35,35,1,44,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,687500,6,90,68,93,53,Noah,6,CB,5,Igbinoghene,61,6,4,1,37,65,49,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",97,29,33,MIA,54,68,14,1,1,57,88,71,20,73,87,1,2020,51,85
60,1,33,6,92,24,6,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,88,47,85,12,Godwin,7,S,19,Igwebuike,66,6,0,1,58,66,58,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",41,224,48,Free Agent,66,47,13,1,1,83,86,62,25,65,80,1,2017,18,80
73,1,55,10,84,10,15,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,10,88,70,84,13,George,1,S,50,Iloka,70,15,0,1,92,66,57,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",85,224,56,Free Agent,65,70,15,1,1,84,77,60,30,68,80,1,2020,54,73
12,1,1,6,60,34,6,84,90,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,850000,6,87,95,50,8,Richie,8,OG,15,Incognito,94,6,1,1,75,40,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",80,80,10,LAS,25,95,9,1,1,25,49,10,37,17,60,1,2004,92,50
20,1,48,47,72,61,51,68,65,1,51,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,880000,43,86,79,87,50,Alec,4,RB,34,Ingold,78,52,2,1,33,80,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,75,LAS,50,79,37,1,1,41,78,61,24,15,73,1,2018,68,62
20,1,53,30,86,11,15,68,46,1,64,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,2370000,25,89,86,80,62,Mark,14,RB,87,Ingram II,82,35,3,1,92,89,11,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,27,85,HOU,25,86,25,1,1,30,83,80,30,15,85,1,2010,78,80
55,1,45,6,85,49,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,6,79,95,85,5,Melvin,10,DE,58,Ingram III,83,6,0,1,36,61,76,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",36,17,55,Free Agent,85,95,17,1,1,82,70,39,31,50,77,1,2011,92,67
21,1,72,10,90,32,10,35,63,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1,6,79,72,85,78,Dontrelle,6,WR,15,Inman,60,15,0,1,12,75,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",94,224,62,Free Agent,38,72,41,1,1,12,83,72,31,13,78,1,2012,57,77
29,1,1,6,71,80,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,4416667,6,79,88,77,7,Matthew,1,DT,34,Ioannidis,98,6,3,1,66,41,72,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",17,140,32,WAS,84,88,17,1,1,78,58,17,26,21,68,1,2015,82,52
55,1,45,6,83,6,6,45,45,1,44,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,910000,6,83,73,81,29,Bruce,6,LB,9,Irvin,72,6,1,1,82,63,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",25,14,43,SEA,80,73,20,1,1,84,72,35,32,47,80,1,2011,58,77
66,1,7,6,82,4,6,45,45,1,17,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,680000,6,76,55,86,9,Isaiah,1,LB,52,Irving,73,6,1,1,29,31,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",32,224,29,ARI,79,55,19,1,1,76,67,31,26,55,73,1,2016,31,62
50,1,10,6,84,4,6,48,50,1,41,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,700000,6,82,66,88,26,David,6,DT,39,Irving,88,6,2,1,41,50,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,224,59,LAS,77,66,15,1,1,81,63,62,27,39,73,1,2020,48,62
19,1,68,10,88,63,10,34,50,1,63,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1016667,6,82,70,87,78,Andy,6,WR,89,Isabella,57,15,3,1,7,74,23,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",57,61,35,ARI,23,70,12,1,1,14,89,75,23,14,88,1,2018,54,92
54,1,50,30,84,87,25,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,1,25,87,73,85,8,Kemal,8,S,7,Ishmael,67,35,0,1,85,65,59,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",62,227,50,Free Agent,74,73,25,1,1,79,79,65,29,45,82,1,2012,58,70
12,1,1,6,57,23,6,64,62,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,750000,6,83,61,72,8,Danny,1,OG,27,Isidora,85,6,1,1,30,23,33,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",91,163,29,PIT,32,61,11,1,1,38,51,10,26,12,72,1,2016,40,53
13,1,1,6,54,36,6,67,66,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,825000,6,84,73,78,12,Keith,2,C,78,Ismael,83,6,4,1,76,20,16,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",18,138,22,WAS,35,73,12,1,1,20,59,10,22,10,63,1,2020,58,35
12,1,1,6,65,96,6,72,79,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,80,85,60,12,Mike,16,QB,86,Iupati,14,6,0,1,61,40,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,16,25,Free Agent,31,85,22,1,1,33,45,20,33,12,55,1,2009,77,33
29,1,1,6,64,37,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,140000,6,70,60,73,8,Joey,1,DE,96,Ivie,80,6,1,1,33,27,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,201,34,CLE,76,60,13,1,1,81,55,14,25,20,70,1,2016,38,47
67,1,12,6,80,96,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1230000,6,88,59,84,24,Joel,8,LB,2,Iyiegbuniwe,67,6,2,1,18,64,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",26,110,42,CHI,81,59,12,1,1,84,75,45,24,60,80,1,2017,37,75
20,1,60,17,79,85,16,65,60,1,62,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1195000,14,78,70,80,58,Ryan,3,TE,20,Izzo,75,19,2,1,19,69,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",15,223,66,HOU,35,70,13,1,1,15,68,56,24,15,73,1,2017,54,57
78,1,50,22,88,2,27,45,45,1,50,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,8250000,20,92,89,91,55,Myles,5,LB,1,Jack,74,26,4,1,83,76,74,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,36,74,JAX,88,89,19,1,1,83,82,62,24,72,82,1,2015,83,78
93,1,63,6,86,22,6,35,38,1,49,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,7870000,6,89,91,84,44,Eddie,6,S,32,Jackson,63,6,5,1,94,74,56,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",8,100,48,CHI,71,91,19,1,1,83,85,65,26,79,83,1,2016,86,80
44,1,1,6,68,78,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,6,82,85,74,5,Malik,12,DT,31,Jackson,83,6,1,1,37,39,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",98,129,55,CLE,84,85,30,1,1,76,60,25,30,28,70,1,2011,77,57
