iden,forename,surname,position,teamID,age,draftSeason,draftNum,length,salary,guarantee,eLength,eSalary,eGuarantee,potential,speed,burst,power,agility,jumping,stamina,injuryProne,discipline,intelligence,loyalty,greed,ambition,decisions,vision,sPassAcc,mPassAcc,dPassAcc,throwOnRun,routeRun,catching,passBlock,rushBlock,ballSecurity,trucking,kickAccuracy,zoneCover,manCover,blockShedding,ballStrip,tackle,elusiveness,releaseLine,skillMove,rating,growthType,appearance
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Diontae,Johnson,WR,PIT,24,2018,65,3,787500,280000,1,1,1,6,85,87,61,92,86,84,11,87,83,67,96,98,77,70,48,40,42,49,67,60,28,47,73,42,52,20,17,26,14,29,90,57,81,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Danny,Johnson,CB,Free Agent,24,2017,224,0,0,0,1,1,1,2,85,85,55,81,84,90,12,94,25,57,52,72,25,26,6,6,6,6,17,42,35,35,61,27,12,65,69,43,48,45,82,85,77,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kevin,Johnson,CB,TEN,28,2014,15,1,760000,0,1,1,1,14,78,80,63,91,90,92,37,40,58,91,61,40,58,55,6,6,6,6,11,45,35,35,55,31,15,72,75,46,64,50,92,80,65,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,David,Johnson,RB,HOU,28,2014,85,2,4647500,4090000,1,1,1,6,80,80,79,86,91,90,14,73,79,64,48,45,72,71,25,20,15,10,55,47,55,41,88,82,17,15,10,12,15,25,81,46,83,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jaleel,Johnson,DT,HOU,26,2016,97,1,760000,0,1,1,1,10,43,65,82,71,70,74,7,65,52,95,45,62,54,52,6,6,6,6,7,1,45,45,32,44,13,28,20,69,76,80,51,65,46,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Olabisi,Johnson,WR,MIN,23,2018,224,3,635000,12500,1,1,1,6,82,80,62,87,89,79,10,79,73,72,94,62,62,63,15,10,6,10,59,65,29,54,71,52,12,34,25,42,36,45,86,33,76,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,John,Johnson III,S,CLE,24,2016,90,3,3660000,2430000,1,1,1,11,75,83,69,93,88,92,8,66,73,95,73,46,78,81,6,6,6,6,13,48,35,35,66,54,19,88,81,60,85,76,85,83,72,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Darryl,Johnson Jr,DE,BUF,23,2018,202,3,635000,20000,1,1,1,1,63,77,75,83,79,77,12,99,28,57,65,90,35,32,6,6,6,6,25,36,45,45,54,41,17,53,47,65,77,75,66,77,49,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Lonnie,Johnson Jr,S,HOU,24,2018,53,3,792500,507500,1,1,1,15,82,85,65,87,90,89,12,42,50,97,84,68,60,59,18,14,8,22,27,35,35,35,64,25,13,71,73,49,71,59,89,85,67,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Clay,Johnston,LB,Free Agent,24,2020,211,0,0,0,1,1,1,10,72,78,68,81,82,87,19,56,30,79,92,79,40,38,6,6,6,6,18,27,45,45,60,45,20,57,52,65,83,76,74,78,33,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Cameron,Johnston,P,HOU,28,2017,224,3,780000,520000,1,1,1,15,58,67,96,63,55,87,9,54,1,92,83,54,29,28,15,15,15,18,8,1,20,20,25,15,72,29,21,26,12,35,56,67,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Christian,Jones,LB,CHI,29,2013,224,1,760000,0,1,1,1,8,67,77,73,84,83,85,6,55,55,60,67,76,55,56,6,6,6,6,7,32,45,45,59,45,12,56,49,71,83,83,74,77,41,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Taiwan,Jones,RB,BUF,32,2010,123,1,1050000,700000,1,1,1,2,85,78,55,88,84,78,12,68,69,98,81,96,60,58,35,30,20,15,43,38,31,25,75,54,22,68,73,45,39,38,90,34,82,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Joe,Jones,LB,DEN,26,2016,224,1,830000,0,1,1,1,1,78,75,71,89,84,86,11,86,37,85,73,85,38,44,6,6,6,6,10,33,45,45,57,36,16,63,54,66,75,76,76,75,39,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Dre'Mont,Jones,DE,DEN,23,2018,70,3,777500,260000,1,1,1,1,55,75,78,76,77,74,11,45,63,74,90,61,68,66,6,6,6,6,17,17,45,45,50,34,10,41,21,75,80,84,60,75,47,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chandler,Jones,LB,ARI,30,2011,20,2,6600000,9898000,1,1,1,12,65,77,87,81,86,95,17,58,85,42,97,62,91,94,6,6,6,6,7,14,45,45,47,35,15,50,45,79,81,91,71,77,55,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Josh,Jones,OT,ARI,23,2020,71,4,940000,270000,1,1,1,1,38,63,86,60,71,89,14,46,51,57,52,81,51,45,6,6,6,6,7,1,72,69,40,20,25,15,12,20,20,35,54,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chris,Jones,DT,KC,26,2015,37,4,5375000,14625000,1,1,1,6,52,75,92,74,72,80,10,78,90,79,74,46,94,94,6,6,6,6,6,1,44,44,29,33,17,29,23,84,81,84,63,75,56,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Justin,Jones,DT,LAC,24,2017,83,2,657500,210000,1,1,1,7,48,67,83,62,72,71,11,67,62,68,49,76,68,69,6,6,6,6,7,1,45,45,27,34,12,28,21,78,78,83,57,67,44,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Byron,Jones,CB,MIA,27,2014,26,5,7502000,9000000,1,1,1,1,87,90,71,96,98,91,10,70,73,49,41,87,77,82,6,6,6,6,15,35,35,35,59,35,21,91,88,49,60,63,93,90,75,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Benito,Jones,DT,MIA,22,2020,224,1,610000,0,1,1,1,2,40,65,85,52,67,77,15,73,17,96,92,44,28,30,6,6,6,6,6,1,45,45,25,47,20,28,20,66,78,79,47,65,38,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Brandon,Jones,S,MIA,22,2020,69,4,940000,280000,1,1,1,16,82,83,58,88,88,88,18,52,43,52,81,94,54,61,15,10,10,15,10,36,35,40,60,20,20,71,67,59,82,65,85,83,67,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,D.J.,Jones,DT,SAN,25,2016,173,1,605000,30000,1,1,1,4,52,68,87,77,71,76,10,66,57,78,79,56,65,69,6,6,6,6,8,1,45,45,31,43,19,27,20,73,78,81,63,68,44,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Josh,Jones,S,JAX,25,2016,60,1,740000,0,1,1,1,1,87,85,73,83,89,93,12,52,45,64,59,53,54,51,15,10,10,15,13,53,35,35,68,54,19,64,58,44,87,78,76,85,69,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Daniel,Jones,QB,NYG,23,2018,5,3,500000,5915000,1,1,1,17,80,82,87,83,80,82,15,67,55,65,60,44,55,54,86,81,85,79,10,1,15,15,51,51,49,18,13,22,14,24,77,82,54,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Julio,Jones,WR,ATL,31,2010,5,4,4904000,13568000,1,1,1,9,87,85,78,93,96,98,14,89,96,49,80,46,98,93,15,10,6,10,73,84,50,58,75,77,15,27,19,45,63,44,91,83,86,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Deion,Jones,LB,ATL,25,2015,52,4,7850000,3776000,1,1,1,1,85,87,73,88,85,85,13,93,70,88,63,79,77,80,6,6,6,6,7,48,45,45,56,27,19,83,76,70,84,84,83,87,35,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,TJ,Jones,WR,Free Agent,28,2013,172,0,0,0,1,1,1,5,82,85,58,90,82,82,6,93,70,62,52,95,52,54,15,10,6,10,61,66,44,46,75,44,22,26,15,35,12,34,82,37,78,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Abry,Jones,DT,Free Agent,28,2012,224,0,0,0,1,1,1,5,42,60,88,59,67,70,13,52,63,90,86,68,71,76,6,6,6,6,7,1,45,45,42,22,20,29,20,69,75,79,50,60,50,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Reshad,Jones,QB,Free Agent,32,2009,159,0,0,0,1,1,1,5,75,80,47,83,88,93,14,63,60,61,94,45,60,66,28,23,19,22,21,59,35,35,60,45,25,76,70,67,88,72,78,80,65,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Colin,Jones,S,Free Agent,32,2010,184,0,0,0,1,1,1,5,80,87,66,87,88,85,12,73,40,55,89,75,48,45,6,6,6,6,8,29,35,35,55,35,20,71,66,55,70,68,80,87,70,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Andy,Jones,WR,Free Agent,26,2015,224,0,0,0,1,1,1,4,80,87,61,85,92,82,11,40,68,48,64,82,32,39,15,10,6,10,52,54,45,52,62,45,22,55,47,36,47,50,79,39,77,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Charles,Jones,TE,Free Agent,24,2018,224,0,0,0,1,1,1,2,62,75,77,69,79,76,12,59,59,58,71,82,29,26,20,15,10,19,43,54,59,57,73,72,12,17,13,32,24,31,61,32,59,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Cyrus,Jones,CB,Free Agent,26,2015,60,0,0,0,1,1,1,6,83,85,63,89,80,89,12,59,33,96,88,58,46,45,6,6,6,6,16,44,10,13,68,28,17,71,72,47,57,54,88,85,72,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Zay,Jones,WR,Free Agent,25,2016,36,0,0,0,1,1,1,2,83,85,76,88,86,83,6,91,75,82,84,47,58,52,34,29,25,33,58,63,38,62,75,68,17,24,15,27,37,34,89,46,73,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jarron,Jones,OT,Free Agent,26,2016,224,0,0,0,1,1,1,6,30,57,83,61,63,74,14,60,34,57,84,47,34,40,6,6,6,6,8,1,66,64,24,32,20,31,22,70,75,73,51,1,24,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Datone,Jones,DT,Free Agent,30,2012,25,0,0,0,1,1,1,5,58,75,82,72,77,74,13,59,28,97,51,64,38,34,6,6,6,6,4,1,45,45,45,30,21,56,46,65,70,73,63,75,37,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Tevin,Jones,WR,Free Agent,27,2016,224,0,0,0,1,1,1,1,82,78,67,87,84,79,11,73,73,75,91,92,42,44,24,19,15,26,51,62,39,48,72,54,17,23,15,26,27,31,83,33,67,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chris,Jones,P,Free Agent,31,2010,224,0,0,0,1,1,1,1,65,70,93,64,70,74,11,65,1,48,51,85,48,52,30,30,25,20,12,1,14,15,35,13,84,27,16,10,62,46,53,70,19,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Sam,Jones,C,Free Agent,24,2016,168,0,0,0,1,1,1,7,37,57,82,58,68,81,14,47,26,48,71,92,26,28,6,6,6,6,5,1,64,66,22,20,11,14,15,21,25,26,52,1,10,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jamarco,Jones,OG,LAS,24,2017,158,2,597500,60000,1,1,1,1,27,52,80,52,62,82,11,86,48,49,51,94,48,51,6,6,6,6,6,1,69,67,26,30,12,12,12,26,27,31,48,1,13,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jonathan,Jones,CB,NE,26,2015,224,3,3075000,2950000,1,1,1,6,90,92,63,86,86,84,16,45,72,51,90,51,69,72,6,6,6,6,14,42,33,34,60,28,17,81,84,59,67,59,89,92,67,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Mac,Jones,QB,NE,22,2021,14,5,310000,2950000,1,1,1,12,63,63,92,70,65,94,6,73,68,60,61,41,68,74,87,83,78,76,52,38,65,65,83,60,65,65,65,65,65,65,68,63,65,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Aaron,Jones,RB,GB,25,2016,165,3,3560000,2370000,1,1,1,5,85,88,71,94,89,92,16,95,86,76,46,54,85,88,35,30,20,15,51,48,56,25,90,84,20,20,15,23,24,20,91,30,88,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Xavier,Jones,RB,LAR,23,2020,224,3,760000,3333,1,1,1,4,77,80,70,84,82,82,15,51,73,53,67,94,34,40,33,22,18,22,42,39,50,40,85,70,14,19,14,31,40,40,82,14,75,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ernest,Jones,LB,LAR,21,2021,95,4,760000,300000,1,1,1,1,68,77,67,81,79,90,7,52,62,73,71,79,54,54,65,65,65,65,43,11,65,65,57,65,65,68,59,70,77,83,76,77,57,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ben,Jones,C,TEN,31,2011,99,2,3000000,3293333,1,1,1,3,30,58,88,61,74,90,8,62,85,75,97,58,85,91,6,6,6,6,5,1,81,83,39,15,15,12,10,33,12,40,53,1,10,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,DaQuan,Jones,DT,TEN,28,2013,107,1,5666667,1330000,1,1,1,4,35,63,88,65,69,76,10,86,72,98,60,43,69,75,6,6,6,6,7,1,45,45,39,15,17,36,24,80,78,83,53,63,46,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Chris,Jones,CB,TEN,25,2017,224,1,760000,0,1,1,1,1,78,78,54,84,83,89,18,78,23,77,46,76,32,32,6,6,6,6,10,23,35,35,62,29,12,62,67,45,45,46,82,78,67,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Brett,Jones,OG,MIN,29,2013,224,1,750000,0,1,1,1,4,47,57,84,58,74,83,14,62,58,76,63,88,58,60,6,6,6,6,6,1,76,68,36,30,20,14,12,26,47,41,48,1,21,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Patrick,Jones II,DE,MIN,22,2021,90,4,760000,180000,1,1,1,3,67,70,73,73,74,91,8,41,48,41,96,77,51,52,65,65,65,65,42,2,65,65,54,65,65,44,33,78,80,77,75,70,70,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ronald,Jones II,RB,TB,23,2017,37,2,960000,810000,1,1,1,1,85,87,68,93,87,86,15,88,75,43,70,49,72,72,20,15,12,17,49,35,54,28,85,67,15,20,10,23,16,29,93,6,87,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Sidney,Jones IV,CB,JAX,24,2016,42,1,750000,0,1,1,1,1,83,87,66,88,81,91,26,49,62,99,42,51,68,68,6,6,6,6,12,48,35,35,63,31,15,77,80,52,66,68,87,87,71,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Marvin,Jones Jr,WR,JAX,30,2011,158,2,760000,0,1,1,1,9,82,83,71,88,92,87,11,66,81,84,50,57,72,72,25,20,15,15,67,71,46,53,81,59,24,15,20,35,12,32,84,63,85,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Jaryd,Jones-Smith,OT,Free Agent,24,2016,224,0,0,0,1,1,1,4,42,67,83,51,68,79,33,95,23,47,49,74,23,22,6,6,6,6,5,1,60,63,21,29,13,12,10,33,35,37,49,1,25,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Michael,Jordan,OG,CIN,22,2018,129,3,632500,120000,1,1,1,5,38,60,79,64,79,80,10,61,48,67,66,92,48,48,6,6,6,6,8,1,65,67,40,25,22,15,12,15,20,34,51,1,10,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Dion,Jordan,DE,SAN,30,2012,2,1,910000,0,1,1,1,19,72,80,72,82,82,69,20,48,45,99,45,59,52,45,6,6,6,6,7,11,45,45,55,65,19,49,39,73,82,79,66,80,41,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Cameron,Jordan,DE,NO,31,2010,23,4,8912000,6368000,1,1,1,4,63,75,92,80,76,91,3,40,90,41,62,70,94,99,6,6,6,6,7,1,45,45,40,10,29,40,30,92,85,94,69,75,56,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Michael,Joseph,CB,CHI,25,2016,224,1,760000,0,1,1,1,12,80,87,57,86,82,89,12,82,22,95,54,81,23,18,6,6,6,6,11,45,25,35,58,30,10,63,57,47,53,50,87,87,76,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Johnathan,Joseph,CB,ARI,36,2005,23,1,750000,0,1,1,1,11,82,82,61,85,88,96,15,40,60,47,95,48,66,67,6,6,6,6,17,51,35,35,60,25,11,73,75,42,43,58,86,82,79,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kelvin,Joseph,CB,DAL,20,2021,43,4,130000,850000,1,1,1,6,82,88,61,82,88,93,10,51,47,68,48,70,54,48,65,65,65,65,41,26,65,65,62,34,65,70,74,65,61,66,82,88,63,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Linval,Joseph,DT,LAC,31,2009,45,2,4000000,4500000,1,1,1,14,57,63,98,62,74,82,13,40,78,68,71,50,75,68,6,6,6,6,7,1,45,45,40,27,16,27,20,84,60,85,55,63,46,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Vosean,Joseph,LB,Free Agent,22,2018,136,0,0,0,1,1,1,4,77,83,71,81,70,89,13,83,43,44,98,56,43,44,25,18,13,22,21,23,48,47,62,35,37,60,52,68,82,78,68,83,38,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Greg,Joseph,K,Free Agent,26,2017,224,0,0,0,1,1,1,5,55,52,93,64,49,88,15,55,1,82,40,60,28,34,37,33,27,8,8,1,16,24,40,25,69,12,12,15,12,33,50,52,33,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Karl,Joseph,S,LAS,26,2015,13,1,760000,0,1,1,1,11,78,83,76,87,88,87,22,51,60,79,98,76,60,67,15,10,10,15,11,50,25,16,78,31,18,72,67,65,92,74,82,83,59,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Sebastian,Joseph-Day,DT,LAR,25,2017,180,2,615000,40000,1,1,1,6,55,75,86,70,77,70,10,54,83,87,42,78,78,72,6,6,6,6,7,1,45,45,24,20,6,26,20,83,76,90,62,75,42,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Lamarcus,Joyner,CB,NYJ,29,2013,40,1,760000,0,1,1,1,1,78,85,56,85,89,91,7,81,65,57,94,68,63,66,6,6,6,6,11,47,35,35,64,40,14,85,80,58,82,72,84,85,79,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Matthew,Judon,LB,NE,28,2015,134,3,2400000,1400000,1,1,1,1,68,78,86,79,79,85,16,86,72,96,46,44,80,82,6,6,6,6,6,9,45,45,43,29,19,62,53,73,80,83,68,78,49,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Luke,Juriga,C,Free Agent,23,2020,224,0,0,0,1,1,1,7,40,68,83,56,69,88,10,63,40,49,98,47,40,38,6,6,6,6,6,1,64,63,31,20,20,14,12,26,33,31,53,1,11,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Kyle,Juszczyk,RB,SAN,29,2012,128,1,3900000,1350000,1,1,1,4,67,78,79,83,89,89,7,97,79,74,40,56,75,75,20,15,10,10,54,53,65,70,76,85,19,20,15,33,45,45,79,48,74,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Colin,Kaepernick,P,Free Agent,32,2010,35,0,0,0,1,1,1,4,73,78,25,88,81,77,14,59,1,75,73,59,80,81,85,79,81,89,14,20,30,23,66,46,20,29,18,29,20,42,82,78,75,1,1,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Peter,Kalambayi,LB,Free Agent,25,2017,199,0,0,0,1,1,1,1,75,80,70,79,82,86,10,53,25,88,72,57,35,37,6,6,6,6,9,11,45,45,50,32,12,57,49,70,76,77,73,80,40,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ryan,Kalil,C,Free Agent,35,2006,58,0,0,0,1,1,1,7,45,63,87,64,66,88,12,53,68,66,46,53,68,67,6,6,6,6,5,1,68,71,39,20,24,15,13,40,20,40,50,1,10,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Joshua,Kalu,S,TEN,25,2017,224,1,570000,0,1,1,1,1,77,82,59,90,95,88,16,87,20,61,81,45,23,18,6,6,6,6,13,47,35,35,60,35,14,55,65,51,71,65,83,82,70,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Ufomba,Kamalu,LB,Free Agent,27,2015,224,0,0,0,1,1,1,1,58,73,81,73,76,80,11,48,32,69,55,62,42,40,6,6,6,6,7,1,44,44,41,29,17,50,43,59,82,80,61,73,45,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Alvin,Kamara,RB,NO,25,2016,66,6,9133333,3763333,1,1,1,4,82,90,77,93,92,91,15,92,91,95,50,89,94,95,34,31,23,34,60,54,61,41,92,86,16,24,18,29,33,29,89,60,89,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Charles,Kanoff,QB,Free Agent,25,2016,224,0,0,0,1,1,1,6,52,72,79,67,79,66,17,94,29,90,74,49,29,23,72,61,68,62,11,1,19,16,64,20,15,29,10,23,12,23,65,72,43,1,0,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
5A251D07-3C9D-4BD1-B511-FD20CA81227C,Khalid,Kareem,DE,CIN,22,2020,128,4,825000,87500,1,1,1,1,65,75,84,73,85,79,11,51,37,45,46,72,46,45,6,6,6,6,6,1,45,45,39,29,13,28,19,71,80,74,61,75,41,1,2,"[""Head3"",""Eyes3"",""Hair3Brown"",""Beard2Brown""]"
