age,accelRating,newAccel,isActive,agilityRating,awareRating,newAware,bCVRating,birthDay,bigHitTrait,blockShedRating,birthMonth,breakSackRating,breakTackleRating,birthYear,college,clutchTrait,confRating,capHit,capReleaseNetSavings,capReleasePenalty,contractBonus,carryRating,contractSalary,contractYearsLeft,contractLength,catchRating,newCatch,cITRating,coverBallTrait,dLBullRushTrait,dLSpinTrait,dLSwimTrait,durabilityGrade,dropOpenPassTrait,draftPick,draftPickNew,draftRound,draftRoundNew,draftNumber,oldDraftNumber,potential,desiredBonus,desiredSalary,desiredLength,devTrait,changeOfDirectionRating,fightForYardsTrait,firstName,finesseMovesRating,isFreeAgent,forcePassTrait,feetInBoundsTrait,height,highMotorTrait,hPCatchTrait,homeState,homeTown,hitPowerRating,impactBlockRating,injuryRating,injuryLength,intangibleGrade,injuryType,jukeMoveRating,jumpRating,jerseyNum,kickAccRating,kickPowerRating,kickRetRating,leadBlockRating,lBStyleTrait,legacyScore,lastName,manCoverRating,passBlockFinesseRating,passBlockPowerRating,playerBestOvr,physicalGrade,playActionRating,playBallTrait,playRecRating,penaltyTrait,productionGrade,predictTrait,presentationId,isOnPracticeSquad,pressRating,pursuitRating,passBlockRating,posCatchTrait,playerSchemeOvr,skillPoints,position,portraitId,powerMovesRating,qBStyleTrait,runBlockFinesseRating,runBlockPowerRating,rookieYear,releaseRating,runBlockRating,runStyle,rosterId,reSignStatus,routeRunDeepRating,routeRunMedRating,routeRunShortRating,,scheme,sizeGrade,sensePressureTrait,specCatchRating,speedRating,newSpeed,spinMoveRating,stripBallTrait,stiffArmRating,staminaRating,strengthRating,tackleRating,toughRating,tightSpiralTrait,throwAccRating,throwAccDeepRating,throwAccMidRating,throwAccShortRating,throwAwayTrait,throwPowerRating,throwOnRunRating,throwUnderPressureRating,teamId,truckRating,teamSchemeOvr,weight,experiencePoints,yACCatchTrait,yearsPro,zoneCoverRating,ability1,,ability2,ability3,ability4,ability5,,
24,92,87,TRUE,88,79,68,73,21,0,52,5,17,57,1996,Washington,0,50,750000,750000,0,0,63,750000,1,1,72,53,50,3,0,0,0,0,0,12,11,3,2,42,43,6,0,0,0,0,87,0,Sidney,36,FALSE,2,0,72,1,0,4,Diamond Bar,66,47,74,0,79,97,78,81,35,15,15,60,17,1,250,Jones IV,80,35,35,79,88,6,1,77,1,0,0,12537,FALSE,73,78,35,0,79,0,CB,8615,28,0,35,35,2016,18,35,3,554042626,0,10,13,23,15,15,98,1,60,90,83,63,1,34,91,66,68,82,0,25,6,6,6,0,25,6,16,1012793394,31,79,181,995,0,3,77,,JAX,,,,,,
30,90,83,TRUE,88,82,72,85,12,0,35,3,22,80,1990,California,0,50,760000,760000,0,0,81,1520000,2,2,87,78,91,4,0,0,0,0,0,32,31,6,5,158,159,1,0,0,0,1,84,1,Marvin,10,FALSE,2,1,74,0,1,4,Fontana,12,49,89,0,79,97,85,92,11,24,25,72,29,1,115,Jones Jr,20,23,25,82,88,10,1,15,1,0,0,11269,FALSE,20,20,46,0,82,0,WR,5288,10,0,37,39,2011,82,53,3,554042627,11,85,84,81,83,3,80,1,91,89,82,84,0,66,87,71,32,88,0,30,15,20,25,0,35,15,20,1012793394,59,79,198,23561,1,8,15,,JAX,,,,,,
24,80,67,TRUE,51,50,23,25,3,0,33,9,12,8,1995,Pittsburgh,0,50,0,0,0,0,21,0,0,0,23,1,15,4,0,0,0,0,0,0,224,64,64,224,225,1,0,830000,1,0,49,0,Jaryd,28,TRUE,2,0,79,1,0,29,Camden,35,76,67,0,53,97,28,68,72,13,18,10,73,1,0,Jones-Smith,10,60,59,53,79,6,1,30,1,0,0,13410,FALSE,10,27,60,0,53,0,LT,8950,30,0,61,65,2016,12,63,5,554042663,11,5,5,10,7,3,99,1,20,65,42,21,0,31,79,83,37,88,0,20,6,6,6,0,26,6,13,0,29,0,345,3027,0,3,12,,Free Agent,,,,,,
22,76,60,TRUE,64,66,48,10,25,0,15,1,12,9,1998,Ohio State,0,50,710000,590000,360000,480000,40,2530000,3,4,30,1,10,4,0,0,0,0,0,35,34,5,4,129,130,1,0,0,0,0,51,0,Michael,10,FALSE,2,0,78,0,0,21,Canton,20,82,90,0,61,97,10,79,60,22,24,10,81,1,0,Jordan,12,66,62,61,78,6,1,10,0,0,0,20541,FALSE,10,23,65,0,61,0,LG,9541,10,0,69,66,2018,12,67,5,554042666,11,10,10,10,10,3,99,1,12,63,38,10,0,25,80,79,34,84,0,25,6,6,6,0,25,6,13,1012793346,25,61,312,753,0,1,15,,CIN,,,,,,
30,88,80,TRUE,82,69,52,70,5,0,73,3,12,49,1990,Oregon,0,50,910000,910000,0,0,55,910000,1,1,47,12,30,4,1,1,1,0,0,4,3,2,1,2,3,17,0,0,0,0,66,0,Dion,74,FALSE,2,0,78,1,0,2,Chandler,82,80,80,0,66,97,49,82,96,19,26,10,11,0,50,Jordan,39,45,45,72,83,6,0,67,1,0,0,1230,FALSE,45,81,45,0,72,0,RE,5917,62,0,45,45,2012,20,45,5,554042665,0,4,8,15,9,14,98,1,35,83,72,55,0,55,69,72,79,84,0,22,6,6,6,0,24,6,11,1012793344,65,66,284,8990,0,7,49,,SAN,,,,,,
31,85,75,TRUE,80,96,94,26,10,0,92,7,12,14,1989,California,0,50,8350000,500000,22850000,31840000,40,44560000,4,5,36,1,15,4,1,0,0,0,0,25,24,2,1,23,24,6,0,0,0,3,69,0,Cameron,81,FALSE,2,0,76,1,0,2,Chandler,85,92,97,0,93,97,30,76,94,29,33,10,22,0,7000,Jordan,30,45,45,93,83,6,0,94,0,0,0,10697,FALSE,20,93,45,0,93,0,LE,4404,92,0,45,45,2010,20,45,5,554042664,11,4,8,15,9,12,95,1,15,78,63,25,1,25,91,92,94,85,0,22,6,6,6,0,30,6,14,1012793405,10,93,287,30381,0,9,40,Unstoppable Force,NO,Edge Threat Elite,Instant Rebate,,,,
25,92,87,TRUE,86,50,23,70,19,0,47,3,10,49,1995,Dubuque,0,50,760000,760000,0,0,58,760000,1,1,70,50,36,2,0,0,0,0,0,0,224,64,64,224,225,7,0,0,0,0,87,0,Michael,34,FALSE,2,0,73,1,0,12,Oswego,53,48,88,0,58,97,81,82,40,10,15,79,18,1,0,Joseph,57,35,35,59,87,6,2,53,0,0,0,13411,FALSE,70,75,25,0,59,0,CB,8956,24,0,35,35,2016,25,35,3,554042671,0,8,14,21,14,13,97,1,74,88,80,70,0,35,89,57,50,81,0,36,6,6,6,0,29,6,10,1012793345,30,58,187,2767,0,3,63,,CHI,,,,,,
31,78,63,TRUE,62,84,75,10,10,0,84,10,12,10,1988,East Carolina,0,50,5500000,500000,9000000,9000000,40,8000000,2,2,24,1,15,4,1,0,0,0,0,15,14,3,2,45,46,1,0,0,0,1,55,0,Linval,52,FALSE,2,0,76,1,0,8,Alachua,60,95,87,0,80,97,18,74,95,16,15,10,41,0,5500,Joseph,20,45,45,84,87,6,1,87,2,0,0,9870,FALSE,16,82,45,0,84,0,DT,1743,76,0,45,45,2009,15,45,5,554042670,11,3,7,15,8,12,92,1,15,74,57,20,0,10,82,98,85,76,0,23,6,6,6,0,20,6,15,1012793384,27,80,329,19744,0,10,27,,LAC,,,,,,
36,89,82,TRUE,85,78,66,60,16,0,42,4,10,32,1984,South Carolina,0,50,750000,750000,0,0,60,750000,1,1,74,57,40,2,0,0,0,0,0,25,24,2,1,23,24,1,0,0,0,0,86,0,Johnathan,41,FALSE,2,0,71,1,0,39,Rock Hill,43,56,85,0,74,97,85,88,25,11,10,64,16,1,1500,Joseph,75,35,35,74,87,6,2,76,1,0,0,27202,FALSE,77,66,35,0,74,0,CB,1742,20,0,35,35,2005,15,35,4,554042668,0,13,20,30,21,20,99,1,60,89,82,73,0,15,96,61,58,68,0,40,6,6,6,0,27,6,14,1012793351,25,74,185,34054,0,14,73,,ARI,,,,,,
20,93,88,TRUE,82,70,54,57,11,0,65,11,65,52,2000,Kentucky,0,50,930000,80000,3400000,3400000,62,520000,4,4,57,28,51,1,0,0,0,0,0,1,224,64,64,224,225,10,0,0,0,0,82,0,Kelvin,33,FALSE,1,0,72,1,0,17,Baton Rouge,61,65,90,0,71,97,69,88,31,65,65,30,65,2,0,Joseph,74,65,65,71,88,65,2,68,1,0,1,313,FALSE,69,67,65,0,71,0,CB,3851,32,0,65,65,2020,65,65,1,554044332,11,65,65,23,51,11,98,2,46,89,82,56,0,42,93,61,66,91,0,65,65,65,65,0,65,65,65,1012793387,34,71,197,0,0,0,70,,DAL,,,,,,
22,90,83,TRUE,81,63,43,15,15,0,68,12,12,10,1997,Florida,0,50,0,0,0,0,62,0,0,0,55,25,41,3,0,0,0,0,0,10,9,6,5,136,137,2,0,1040000,1,0,68,0,Vosean,58,TRUE,2,0,73,1,0,8,Miami,82,78,87,0,63,97,15,70,50,37,46,10,20,2,0,Joseph,52,45,45,63,82,11,0,66,1,0,0,20585,FALSE,48,79,48,0,63,0,MLB,9543,46,0,46,47,2018,30,47,3,554042672,11,18,26,33,26,11,95,1,50,86,77,10,0,15,89,71,78,80,0,28,13,18,25,0,33,22,17,0,35,0,226,3071,0,1,60,,Free Agent,,,,,,
26,71,52,TRUE,64,53,28,22,4,0,15,8,25,20,1994,FAU,0,50,0,0,0,0,40,0,0,0,34,1,10,4,0,0,0,0,0,0,224,64,64,224,225,1,0,860000,1,0,50,0,Greg,10,TRUE,2,0,72,0,0,50,Johannesburg,12,10,85,0,68,97,30,49,1,69,93,10,10,1,0,Joseph,12,10,10,68,93,10,1,12,1,0,0,13601,FALSE,10,19,16,0,68,0,K,9828,10,1,10,10,2017,12,24,5,554042667,11,10,10,10,10,5,99,1,12,73,55,35,0,10,88,41,33,65,0,22,27,33,37,0,29,8,13,0,25,0,208,1788,0,2,12,,Free Agent,,,,,,
26,90,83,TRUE,87,74,60,54,8,1,65,9,15,40,1993,West Virginia,0,50,760000,760000,0,0,78,760000,1,1,73,55,48,2,0,0,0,0,0,15,14,2,1,13,14,11,0,0,0,1,82,0,Karl,58,FALSE,2,0,70,1,0,8,Orlando,92,68,78,0,74,97,61,88,43,18,21,60,23,2,400,Joseph,67,33,34,77,87,15,2,76,2,0,0,17678,FALSE,69,81,25,0,77,0,SS,8087,52,0,33,33,2015,23,16,3,554042669,0,10,10,20,13,14,75,1,60,87,78,57,1,47,87,76,74,86,0,27,10,10,15,0,27,15,18,1012793401,31,74,200,3825,0,4,72,,LAS,,,,,,
25,85,75,TRUE,70,86,78,20,21,0,83,3,12,16,1995,Rutgers,0,50,700000,660000,80000,160000,24,2460000,2,4,21,1,20,4,1,0,0,0,0,22,21,7,6,180,181,2,0,0,0,1,62,0,Sebastian,49,FALSE,2,0,76,1,0,37,Stroudsburg,76,82,90,0,83,97,24,77,69,6,8,10,23,0,0,Joseph-Day,20,45,45,83,82,6,1,90,1,0,0,13466,FALSE,10,83,45,0,83,0,DT,9827,68,0,45,45,2017,15,45,5,554042673,11,3,7,15,8,12,99,1,19,73,55,17,0,26,70,86,90,88,0,9,6,6,6,0,10,6,14,1012793402,20,83,310,2956,0,2,26,,LAR,,,,,,
29,91,85,TRUE,85,76,63,78,27,0,58,11,14,61,1990,Florida State,1,50,760000,760000,0,0,64,760000,1,1,71,52,60,3,0,0,0,0,1,10,9,3,2,40,41,20,0,0,0,1,84,0,Lamarcus,57,FALSE,2,0,68,1,0,8,Fort Lauderdale,82,61,93,0,80,97,82,89,24,14,15,72,16,1,500,Joyner,80,35,35,80,87,6,2,79,0,0,0,12337,FALSE,77,80,35,0,80,0,CB,6478,41,0,35,35,2013,15,35,3,554042674,0,10,10,20,13,11,99,1,64,87,78,75,0,52,91,56,72,75,0,27,6,6,6,0,29,6,25,1012793395,40,80,185,74,0,6,85,,NYJ,,,,,,
28,87,78,TRUE,79,87,80,28,15,0,73,8,12,11,1992,Grand Valley State,0,50,3200000,1800000,4200000,4200000,43,7200000,3,3,46,10,17,3,1,0,1,0,0,8,7,6,5,134,135,1,0,0,0,1,68,0,Matthew,70,FALSE,2,0,75,1,0,21,West Bloomfield,80,70,84,0,77,97,29,79,56,19,21,9,10,0,500,Judon,53,44,45,82,83,6,0,83,1,0,0,17728,FALSE,22,85,45,0,82,0,LOLB,8088,81,0,45,44,2015,17,45,3,554042675,11,5,5,13,8,13,99,1,19,81,68,25,1,31,85,86,83,80,0,21,6,6,6,0,22,6,13,1012793400,29,77,263,13936,0,4,62,,NE,,,,,,
23,81,68,TRUE,56,61,40,13,7,0,26,6,12,8,1997,W. Michigan,0,50,610000,610000,0,0,31,610000,1,1,26,1,14,4,0,0,0,0,0,1,224,64,64,224,225,6,0,0,0,0,53,0,Luke,13,FALSE,2,0,76,1,0,12,Aurora,33,76,90,0,50,97,11,69,74,20,20,9,81,1,0,Juriga,12,65,61,56,79,6,1,19,1,0,0,21198,FALSE,8,31,64,0,56,0,C,0,12,0,64,62,2020,15,63,5,554044204,0,5,5,13,8,2,95,1,14,64,40,10,0,15,88,83,31,92,0,21,6,6,6,0,24,6,12,1012793389,20,50,301,0,0,0,14,,PHI,,,,,,
29,87,78,TRUE,83,84,75,83,23,0,33,4,33,64,1991,Harvard,0,50,6800000,5450000,1350000,5400000,76,15600000,1,4,75,58,78,4,0,0,0,0,0,34,33,5,4,128,129,3,0,0,0,2,79,1,Kyle,35,FALSE,2,1,73,1,0,34,Medina,45,72,93,0,87,97,76,89,44,19,19,45,92,1,600,Juszczyk,15,38,42,87,77,10,1,20,1,0,0,1599,FALSE,20,48,65,0,87,0,FB,6869,30,0,58,61,2012,72,70,1,554042676,0,60,66,76,67,3,95,1,79,80,67,72,0,85,89,79,45,87,0,32,10,15,20,0,35,10,25,1012793344,85,87,235,7118,0,7,20,Backfield Mismatch,SAN,Nasty Streak,,,,,
32,87,78,TRUE,88,87,80,86,3,0,29,11,88,75,1987,Nevada,0,50,0,0,0,0,66,0,0,0,53,22,32,4,0,0,0,0,0,5,4,3,2,35,36,5,0,1740000,1,0,82,0,Colin,10,TRUE,2,0,76,1,0,48,Milwaukee,20,28,86,0,43,97,79,81,7,20,25,25,18,1,750,Kaepernick,18,17,17,43,25,84,1,19,1,0,0,10578,FALSE,10,35,30,0,43,0,P,4405,10,2,18,15,2010,22,23,13,554044072,11,14,15,25,18,0,99,3,35,84,73,71,0,61,77,66,42,84,1,75,81,79,85,0,89,89,85,0,46,0,230,40809,0,6,29,,Free Agent,,,,,,
25,88,80,TRUE,79,58,35,28,26,0,70,6,12,29,1995,Stanford,0,50,690000,-30000,60000,120000,50,2460000,2,4,47,12,25,3,1,0,1,0,0,41,40,7,6,199,200,2,0,0,0,0,73,0,Peter,69,FALSE,2,0,75,1,0,32,Matthews,76,74,90,0,55,97,35,82,58,12,14,10,14,2,0,Kalambayi,49,45,45,59,80,6,1,55,1,0,0,13320,FALSE,33,78,45,0,59,0,MLB,8957,59,0,45,45,2017,21,45,1,554042678,11,7,13,15,12,14,99,1,20,85,75,28,0,30,86,70,77,83,0,15,6,6,6,0,17,6,14,1012793408,32,55,254,3263,0,2,57,,HOU,,,,,,
35,78,63,TRUE,64,79,68,10,29,0,40,3,12,9,1985,USC,0,50,0,0,0,0,39,0,0,0,25,1,10,4,0,0,0,0,0,28,27,3,2,58,59,8,0,2330000,1,0,50,0,Ryan,15,TRUE,2,0,74,1,0,4,Corona,20,88,88,0,69,97,10,66,55,24,20,10,86,1,6500,Kalil,13,67,70,69,85,6,1,20,2,0,0,27925,FALSE,10,29,68,0,69,0,C,1752,20,0,71,73,2006,12,71,5,554042679,11,5,5,10,7,3,85,1,12,67,45,10,0,10,88,87,40,94,0,25,6,6,6,0,22,6,13,0,20,0,300,32858,0,13,15,,Free Agent,,,,,,
25,89,82,TRUE,90,50,23,70,28,0,51,8,14,46,1995,Nebraska,0,50,660000,660000,0,0,60,1710000,1,3,71,52,53,2,0,0,0,0,0,0,224,64,64,224,225,2,0,0,0,0,83,0,Joshua,39,FALSE,2,0,72,1,0,42,Houston,71,59,84,0,60,97,71,95,46,14,18,30,12,1,0,Kalu,65,35,35,60,84,6,2,52,1,0,0,13312,FALSE,76,72,35,0,60,0,FS,8958,32,0,35,35,2017,18,35,1,554042680,0,10,14,24,16,20,95,1,61,86,77,68,0,40,88,59,65,82,0,25,6,6,6,0,25,6,18,1012793409,35,60,203,3374,0,2,55,,TEN,,,,,,
27,84,73,TRUE,73,62,42,18,2,0,59,11,12,10,1992,Miami,0,50,0,0,0,0,41,0,0,0,33,1,14,4,0,0,0,0,0,0,224,64,64,224,225,3,0,1580000,1,0,61,0,Ufomba,64,TRUE,2,0,78,0,0,9,Fayetteville,82,80,89,0,67,97,16,76,92,17,17,9,20,0,250,Kamalu,43,45,44,67,79,6,1,59,1,0,0,17729,FALSE,21,76,44,0,67,0,ROLB,8359,74,0,45,45,2015,15,44,5,554042681,11,5,7,13,8,20,99,1,16,75,58,17,0,25,80,81,80,83,0,21,6,6,6,0,23,6,11,0,29,0,295,3086,0,4,50,,Free Agent,,,,,,
25,94,90,TRUE,93,96,94,93,25,0,29,7,24,93,1995,Tennessee,1,50,4080000,500000,22580000,22580000,92,54800000,6,6,76,60,79,2,0,0,0,0,0,4,3,4,3,66,67,8,0,0,0,3,89,1,Alvin,48,FALSE,2,0,70,1,0,9,Norcross,33,39,85,0,90,97,93,92,41,16,21,83,41,1,3500,Kamara,18,23,27,94,90,26,1,18,1,0,0,12551,FALSE,17,34,61,0,94,0,HB,8617,31,0,28,29,2016,78,41,1,554042682,11,68,76,82,75,6,81,1,79,89,82,84,0,92,91,77,29,84,0,22,23,31,34,0,41,34,15,1012793405,86,90,215,4237,0,3,24,,NO,Matchup Nightmare,RB Apprentice,,,,
25,83,72,TRUE,67,54,29,53,6,0,23,10,49,43,1994,Princeton,0,50,0,0,0,0,64,0,0,0,34,1,15,4,0,0,0,0,0,0,224,64,64,224,225,1,0,830000,1,0,65,0,Charles,10,TRUE,2,0,76,0,0,4,Pacific Palisades,12,21,83,0,43,97,46,79,6,15,18,10,11,1,0,Kanoff,10,19,14,43,77,72,1,28,1,0,0,13687,FALSE,10,25,19,0,43,0,QB,9829,10,0,21,21,2016,15,16,13,554042683,11,12,14,15,14,3,98,1,15,71,52,40,0,30,66,56,23,81,1,77,68,61,72,0,79,62,66,0,20,0,219,1779,0,3,29,,Free Agent,,,,,,
22,85,75,TRUE,73,65,46,22,28,0,71,4,12,13,1998,Notre Dame,0,50,700000,610000,350000,350000,39,3300000,4,4,37,1,19,2,1,0,0,0,0,2,1,6,5,128,129,7,0,0,0,0,61,0,Khalid,57,FALSE,2,0,76,1,0,21,Detroit,80,77,89,0,61,97,25,85,90,13,18,10,11,0,0,Kareem,19,45,45,67,81,6,0,62,1,0,0,21283,FALSE,19,78,45,0,67,0,LE,709,69,0,45,45,2020,12,45,13,554042684,11,3,7,14,8,13,99,1,18,79,65,19,0,26,79,84,74,81,0,30,6,6,6,0,18,6,10,1012793346,29,61,268,0,0,0,28,,CIN,,,,,,
27,74,57,TRUE,54,84,75,10,15,0,29,3,12,6,1993,Illinois,0,50,4000000,3000000,1000000,1000000,31,3000000,1,1,26,1,24,4,0,0,0,0,0,47,46,7,6,205,206,1,0,0,0,0,45,0,Ted,27,FALSE,2,0,76,1,0,13,Indianapolis,67,82,92,0,68,97,10,67,67,21,25,11,84,1,1000,Karras,12,72,75,71,82,6,1,10,2,0,0,17860,FALSE,10,37,74,0,71,0,C,8089,31,0,69,73,2015,18,71,5,554042685,0,6,12,22,13,2,99,1,23,60,33,10,0,10,84,86,30,90,0,22,6,6,6,0,29,6,10,1012793388,25,68,305,8874,0,4,12,,MIA,,,,,,
27,81,68,TRUE,68,47,18,22,11,0,23,2,17,10,1993,Texas A&M,0,50,0,0,0,0,40,0,0,0,39,1,15,4,0,0,0,0,0,1,224,64,64,224,225,1,0,1740000,1,0,50,0,Drew,10,TRUE,2,0,74,0,0,34,Strongsville,12,10,84,0,64,97,16,40,7,65,93,10,7,1,0,Kaser,10,10,10,64,93,20,1,26,1,0,0,17806,FALSE,10,24,9,0,64,0,P,8090,10,0,10,10,2020,15,7,3,554044174,11,15,15,15,15,0,99,1,15,72,53,10,0,15,81,36,29,43,0,45,17,23,26,0,45,23,14,0,12,0,206,5194,0,4,27,,Free Agent,,,,,,
23,67,45,TRUE,57,53,28,22,17,0,25,3,12,11,1997,Dartmouth,0,50,0,0,0,0,23,0,0,0,30,1,26,4,0,0,0,0,0,0,224,64,64,224,225,8,0,680000,1,0,49,0,Matt,10,TRUE,2,0,79,1,0,12,Winnetka,22,75,87,0,52,97,18,63,63,25,25,10,77,1,0,Kaskey,15,62,59,52,76,6,1,15,1,0,0,21385,FALSE,10,24,61,0,52,0,LT,0,10,0,63,60,2019,18,62,5,554044073,11,7,13,23,14,6,99,1,24,52,20,13,0,15,82,80,28,80,0,30,6,6,6,0,30,6,10,0,28,0,325,2968,0,1,20,,Free Agent,,,,,,
29,84,73,TRUE,80,60,38,59,6,0,64,7,12,46,1991,BYU,0,50,0,0,0,0,67,0,0,0,74,57,70,3,0,1,1,0,0,8,7,4,3,70,71,12,0,1590000,1,0,72,0,Bronson,69,TRUE,2,0,78,1,0,43,Provo,78,75,90,0,53,97,53,77,45,19,21,9,50,0,0,Kaufusi,26,47,51,53,77,6,1,61,1,0,0,17730,FALSE,22,79,53,0,53,0,TE,8092,56,0,48,54,2014,55,55,13,554042686,11,41,46,53,47,12,99,1,69,76,60,43,1,51,79,83,77,91,0,21,6,6,6,0,22,6,12,0,60,0,275,10669,0,4,29,,Free Agent,,,,,,
27,89,82,TRUE,90,79,68,77,5,0,55,6,13,69,1993,San Diego State,0,50,760000,760000,0,0,73,760000,1,1,78,63,74,3,0,0,0,0,0,6,5,6,5,132,133,6,0,0,0,1,88,0,Damontae,34,FALSE,2,0,71,1,0,4,San Bernardino,80,52,88,0,77,97,76,82,25,25,30,76,11,1,400,Kazee,71,35,35,77,84,6,2,77,2,0,0,12594,FALSE,72,79,35,0,77,0,FS,8618,26,0,35,35,2016,24,35,8,554042687,0,13,18,28,20,12,90,1,77,88,80,64,1,37,94,68,71,82,0,19,6,6,6,0,22,6,14,1012793387,27,77,190,10578,0,3,76,,DAL,,,,,,
26,87,78,TRUE,81,76,63,76,11,0,56,2,27,57,1994,Clemson,0,50,760000,760000,0,0,72,760000,1,1,69,48,48,3,0,0,0,0,0,24,23,8,7,214,215,7,0,0,0,0,78,0,Jayron,45,FALSE,2,0,76,1,0,8,Fort Myers,76,59,91,0,72,97,76,79,24,18,21,42,14,1,0,Kearse,69,33,34,72,81,15,2,74,1,0,0,17755,FALSE,64,78,25,0,72,0,SS,8093,40,0,33,33,2015,23,17,11,554042688,0,10,10,20,13,11,99,1,61,84,73,57,0,53,88,71,71,86,0,27,10,10,15,0,27,15,10,1012793387,45,72,215,5127,0,4,75,,DAL,,,,,,
21,88,80,TRUE,80,66,48,75,14,0,53,4,18,62,1999,Virginia Tech,0,50,820000,610000,840000,840000,77,3660000,4,4,82,70,76,4,0,0,0,0,0,38,37,4,3,100,101,7,0,0,0,0,78,1,Dalton,36,FALSE,2,1,76,1,0,5,Littleton,54,64,88,0,57,97,67,82,44,13,16,32,58,1,0,Keene,16,58,57,66,76,6,1,51,1,0,0,20953,FALSE,23,53,58,1,66,0,TE,408,31,2,59,53,2020,60,60,1,554042689,11,50,57,64,57,0,99,1,77,83,72,63,0,65,83,75,51,85,0,29,6,10,15,0,29,10,13,1012793400,70,57,253,0,1,0,26,,NE,,,,,,
23,78,63,TRUE,55,58,35,10,26,0,30,2,12,5,1997,W. Michigan,0,50,0,0,0,0,35,0,0,0,40,1,15,4,0,0,0,0,0,0,224,64,64,224,225,1,0,1010000,1,0,46,0,John,15,TRUE,2,0,75,1,0,21,Caledonia,15,75,86,0,52,97,10,64,64,22,18,10,68,1,0,Keenoy,20,59,61,52,78,6,1,30,1,0,0,21384,FALSE,10,32,60,0,52,0,C,0,19,0,59,63,2019,15,62,5,554044074,11,5,5,15,8,2,85,1,15,62,37,10,0,10,81,81,35,85,0,28,6,6,6,0,22,6,10,0,15,0,300,1865,0,1,20,,Free Agent,,,,,,
32,81,68,TRUE,73,69,52,61,17,0,22,2,81,51,1988,Houston,0,50,2830000,500000,7490000,7490000,61,10500000,3,3,33,1,10,4,0,0,0,0,0,0,224,64,64,224,225,1,0,0,0,0,74,0,Case,10,FALSE,2,0,73,0,0,42,Abilene,12,25,85,0,65,97,58,79,5,24,22,10,15,1,250,Keenum,10,20,27,66,81,80,1,22,1,0,0,11222,FALSE,10,24,21,0,66,0,QB,5294,10,2,10,10,2011,15,17,1,554042690,11,10,10,10,10,2,87,1,10,78,63,61,0,23,74,54,14,76,0,78,77,77,83,1,83,80,80,1012793349,36,65,215,5562,0,8,12,,CLE,,,,,,
25,85,75,TRUE,72,69,52,62,2,0,40,5,18,50,1995,Grand Valley State,0,50,610000,0,0,0,71,610000,1,1,76,60,76,4,1,1,0,0,0,1,224,64,64,224,225,1,0,0,0,0,74,0,Nick,32,FALSE,2,0,76,1,0,19,Baltimore,33,66,87,0,64,97,66,78,48,19,19,11,54,0,0,Keizer,22,56,59,64,75,10,1,33,1,0,0,13746,FALSE,25,45,60,1,64,0,TE,0,38,0,55,58,2020,64,59,13,554044160,0,58,61,63,61,4,95,1,74,78,63,60,0,64,85,75,42,79,0,18,10,15,6,0,19,10,11,1012793385,63,64,251,0,0,0,28,,KC,,,,,,
23,81,68,TRUE,71,83,74,10,26,0,75,9,12,10,1996,Texas A&M,0,50,670000,590000,220000,290000,40,2540000,3,4,30,1,15,4,1,1,1,0,0,13,12,6,5,139,140,5,0,0,0,0,60,0,Kingsley,78,FALSE,2,0,75,1,0,42,Richmond,77,81,87,0,74,97,10,77,96,13,10,10,37,0,0,Keke,18,45,45,74,78,6,1,81,1,0,0,20469,FALSE,10,81,45,0,74,0,RE,9544,69,0,45,45,2018,15,45,5,554042691,11,3,7,15,8,12,90,1,15,74,57,10,0,10,74,83,80,83,0,14,6,6,6,0,21,6,14,1012793398,19,74,288,805,0,1,29,,GB,,,,,,
30,89,82,TRUE,87,98,97,91,5,0,40,10,42,76,1989,Cincinnati,0,50,11220000,500000,25440000,25440000,72,54000000,6,6,96,93,91,4,0,0,0,0,1,2,1,4,3,64,65,1,0,0,0,3,75,1,Travis,20,FALSE,2,1,77,1,1,34,Cleveland,15,74,88,0,99,97,83,92,87,32,35,6,59,1,8000,Kelce,12,63,64,99,83,29,1,15,0,0,0,890,FALSE,10,42,66,0,99,0,TE,5920,20,0,66,65,2012,87,71,12,554042693,11,78,85,90,84,4,99,1,93,86,77,70,0,84,98,79,45,91,0,52,49,53,60,0,64,47,33,1012793385,78,99,260,5122,1,7,14,Double Me,KC,Deep Out Elite,TE Apprentice,,,,
32,83,72,TRUE,74,96,94,10,5,0,55,11,12,14,1987,Cincinnati,1,50,6410000,3500000,5820000,7330000,40,9930000,2,3,40,1,15,4,0,0,0,0,0,27,26,7,6,185,186,1,0,0,0,2,60,0,Jason,35,FALSE,2,0,75,1,0,34,Cleveland Heights,55,89,90,0,87,97,10,72,62,22,18,10,94,1,6000,Kelce,25,90,81,93,85,6,1,40,1,0,0,10690,FALSE,10,58,87,0,93,0,C,4406,45,0,98,95,2010,15,98,5,554042692,11,5,5,15,8,6,80,1,15,73,55,10,0,10,86,85,57,65,0,28,6,6,6,0,22,6,12,1012793389,10,87,295,538,0,9,32,Natural Talent,PHI,Screen Protector,,,,,
